Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp,activeCube Cube
-2,-1,-1,-2,-6,-3,-3,-4,2025-02-24 12:31:46.805,2.0
0,1,-2,0,-6,-2,1,-4,2025-02-24 12:31:46.815,2.0
0,-1,-3,-4,-13,-1,-2,0,2025-02-24 12:31:46.826,2.0
0,-1,-3,-4,-13,-1,-2,0,2025-02-24 12:31:46.837,2.0
-2,-1,-2,-3,-10,1,1,-1,2025-02-24 12:31:46.848,2.0
-2,-1,-2,-3,-10,1,1,-1,2025-02-24 12:31:46.859,2.0
-1,-1,1,5,-9,-3,-1,-1,2025-02-24 12:31:46.870,2.0
-2,0,-4,-6,-13,-2,-3,-2,2025-02-24 12:31:46.881,2.0
-1,-1,-2,1,-11,-1,-10,-1,2025-02-24 12:31:46.893,2.0
0,0,-2,-4,-13,-3,-4,-1,2025-02-24 12:31:46.904,2.0
0,0,-2,-4,-13,-3,-4,-1,2025-02-24 12:31:46.915,2.0
-3,-4,-2,0,-9,-1,0,-1,2025-02-24 12:31:46.926,2.0
0,-1,-1,0,-7,-2,0,-2,2025-02-24 12:31:46.937,2.0
0,-2,2,3,-5,0,3,0,2025-02-24 12:31:46.948,2.0
-2,0,-2,-1,-8,-1,-2,-1,2025-02-24 12:31:46.960,2.0
0,0,-2,-2,-9,-3,1,-1,2025-02-24 12:31:46.971,2.0
-1,0,0,-3,-10,-2,-2,-1,2025-02-24 12:31:46.982,2.0
-1,0,0,-3,-10,-2,-2,-1,2025-02-24 12:31:46.993,2.0
-1,0,0,3,-3,1,1,0,2025-02-24 12:31:47.006,2.0
-1,-1,0,-3,-10,-2,-1,-1,2025-02-24 12:31:47.016,2.0
-1,-1,0,-3,-10,-2,-1,-1,2025-02-24 12:31:47.027,2.0
-1,-3,0,0,-8,-1,0,-1,2025-02-24 12:31:47.038,2.0
-1,-1,2,-2,-9,0,-1,0,2025-02-24 12:31:47.050,2.0
-2,1,-2,0,-8,0,-2,1,2025-02-24 12:31:47.061,2.0
-3,-3,-2,-2,-7,1,1,-3,2025-02-24 12:31:47.071,2.0
0,1,-4,-1,-10,-1,-1,-1,2025-02-24 12:31:47.083,2.0
-2,-4,-2,-1,-7,-2,1,-1,2025-02-24 12:31:47.095,2.0
0,-5,0,0,-9,-2,-1,-1,2025-02-24 12:31:47.105,2.0
-1,-1,-3,-2,-10,-3,-3,-1,2025-02-24 12:31:47.116,2.0
-1,-2,1,-3,-10,-2,-2,-1,2025-02-24 12:31:47.127,2.0
-1,-2,1,-3,-10,-2,-2,-1,2025-02-24 12:31:47.138,2.0
1,-1,1,-3,-11,0,-1,-1,2025-02-24 12:31:47.149,2.0
1,-1,1,-3,-11,0,-1,-1,2025-02-24 12:31:47.161,2.0
-1,-3,-1,-2,-8,-1,0,-2,2025-02-24 12:31:47.172,2.0
-2,-1,-2,-1,-10,0,-3,-1,2025-02-24 12:31:47.183,2.0
0,0,0,-2,-8,0,0,0,2025-02-24 12:31:47.194,2.0
1,-3,-5,-2,-10,-3,-1,-2,2025-02-24 12:31:47.207,2.0
-1,-2,-1,-3,-13,-1,-2,-1,2025-02-24 12:31:47.216,2.0
-1,-2,1,-1,-15,-3,-2,0,2025-02-24 12:31:47.227,2.0
-2,3,-3,-1,-16,0,-5,0,2025-02-24 12:31:47.239,2.0
0,-2,0,-2,-15,-2,1,0,2025-02-24 12:31:47.250,2.0
-1,1,0,2,-13,-2,-1,-1,2025-02-24 12:31:47.261,2.0
-1,0,0,1,-10,1,-1,0,2025-02-24 12:31:47.272,2.0
-2,-3,-2,-2,-10,-2,1,-1,2025-02-24 12:31:47.283,2.0
-2,-3,-2,-2,-10,-2,1,-1,2025-02-24 12:31:47.295,2.0
-1,-1,-1,1,-8,-2,0,-1,2025-02-24 12:31:47.306,2.0
0,-3,1,-5,-10,-1,-1,-3,2025-02-24 12:31:47.318,2.0
-1,-1,-3,-2,-7,-1,-1,-1,2025-02-24 12:31:47.329,2.0
-1,-1,-3,-2,-7,-1,-1,-1,2025-02-24 12:31:47.340,2.0
-3,-3,1,-4,-7,-1,-3,-1,2025-02-24 12:31:47.351,2.0
-3,-3,1,-4,-7,-1,-3,-1,2025-02-24 12:31:47.362,2.0
-2,2,1,1,-7,3,0,1,2025-02-24 12:31:47.373,2.0
-1,-1,-1,-2,-11,-3,0,-1,2025-02-24 12:31:47.384,2.0
-1,-2,-1,-1,-9,-3,-1,-2,2025-02-24 12:31:47.395,2.0
-1,0,0,-1,-9,-1,0,0,2025-02-24 12:31:47.408,2.0
-1,0,0,-1,-9,-1,0,0,2025-02-24 12:31:47.418,2.0
-1,0,0,-1,-9,-1,0,0,2025-02-24 12:31:47.429,2.0
-1,3,0,2,-12,0,-2,-1,2025-02-24 12:31:47.440,2.0
-1,-3,-2,-1,-13,-3,-2,-1,2025-02-24 12:31:47.451,2.0
-1,-1,0,-2,-19,-3,-2,-2,2025-02-24 12:31:47.463,2.0
1,0,0,-2,-13,-3,-3,-1,2025-02-24 12:31:47.474,2.0
1,0,0,-2,-13,-3,-3,-1,2025-02-24 12:31:47.485,2.0
0,-1,0,-1,-13,-4,1,-2,2025-02-24 12:31:47.496,2.0
-2,0,-3,0,-15,1,0,0,2025-02-24 12:31:47.508,2.0
-1,-1,0,-3,-19,-1,0,-1,2025-02-24 12:31:47.518,2.0
0,-2,-4,0,-18,-3,0,0,2025-02-24 12:31:47.529,2.0
0,-2,-4,0,-18,-3,0,0,2025-02-24 12:31:47.541,2.0
0,1,1,-1,-17,-1,-3,-2,2025-02-24 12:31:47.552,2.0
1,3,1,1,-15,-4,-2,-1,2025-02-24 12:31:47.564,2.0
-1,-2,-3,-1,-17,1,-3,-2,2025-02-24 12:31:47.575,2.0
-4,-2,0,-1,-3,-1,-1,1,2025-02-24 12:31:47.586,2.0
-4,-2,0,-1,-3,-1,-1,1,2025-02-24 12:31:47.596,2.0
-2,-3,-3,-3,-5,-1,-2,0,2025-02-24 12:31:47.610,2.0
-2,0,-1,-2,-4,-3,-2,-1,2025-02-24 12:31:47.619,2.0
-1,-4,-3,-1,-1,0,0,-4,2025-02-24 12:31:47.630,2.0
-1,-4,-3,-1,-1,0,0,-4,2025-02-24 12:31:47.642,2.0
1,-2,1,0,-3,-1,-1,0,2025-02-24 12:31:47.652,2.0
1,-2,1,0,-3,-1,-1,0,2025-02-24 12:31:47.664,2.0
1,0,2,-1,-3,-1,0,1,2025-02-24 12:31:47.676,2.0
-1,-1,-1,-2,-4,-1,0,-2,2025-02-24 12:31:47.686,2.0
-2,-2,-1,-3,-3,0,0,0,2025-02-24 12:31:47.697,2.0
-4,-4,-4,-2,-5,-2,-1,-3,2025-02-24 12:31:47.709,2.0
-4,-4,-4,-2,-5,-2,-1,-3,2025-02-24 12:31:47.719,2.0
1,-1,-1,0,-5,0,-1,-1,2025-02-24 12:31:47.730,2.0
1,0,-2,-2,-4,-1,-3,0,2025-02-24 12:31:47.742,2.0
-3,0,-1,0,0,-2,-3,-1,2025-02-24 12:31:47.753,2.0
-3,0,-1,0,0,-2,-3,-1,2025-02-24 12:31:47.764,2.0
-2,0,-3,-3,-6,1,0,-2,2025-02-24 12:31:47.775,2.0
-3,-5,-2,-3,-2,0,-2,0,2025-02-24 12:31:47.786,2.0
-1,-2,0,0,-4,-1,0,-2,2025-02-24 12:31:47.798,2.0
0,0,-1,0,-2,-1,-1,-1,2025-02-24 12:31:47.810,2.0
0,0,-1,0,-2,-1,-1,-1,2025-02-24 12:31:47.819,2.0
-1,-1,0,0,-5,-2,-2,-2,2025-02-24 12:31:47.831,2.0
-1,-1,0,0,-5,-2,-2,-2,2025-02-24 12:31:47.842,2.0
-2,-1,-4,-1,-4,-1,-3,-1,2025-02-24 12:31:47.853,2.0
-4,-4,-3,-3,-4,-2,-2,0,2025-02-24 12:31:47.864,2.0
-1,-1,-3,-2,-6,-1,-1,0,2025-02-24 12:31:47.876,2.0
-1,-1,0,-2,-8,-1,-1,0,2025-02-24 12:31:47.887,2.0
-1,-1,0,-2,-8,-1,-1,0,2025-02-24 12:31:47.898,2.0
-2,-4,-1,-2,-10,-1,-1,-1,2025-02-24 12:31:47.909,2.0
1,-1,-1,0,-9,-1,0,-1,2025-02-24 12:31:47.921,2.0
-1,-3,-2,-1,-11,0,-1,-2,2025-02-24 12:31:47.932,2.0
-1,1,1,-1,-11,-1,0,-1,2025-02-24 12:31:47.943,2.0
0,-1,1,-2,-17,-2,-2,-1,2025-02-24 12:31:47.954,2.0
1,-2,-1,0,-18,0,0,-1,2025-02-24 12:31:47.966,2.0
-2,-3,-2,0,-20,-1,-3,-1,2025-02-24 12:31:47.977,2.0
0,1,-1,0,-20,0,1,0,2025-02-24 12:31:47.987,2.0
0,1,-1,0,-20,0,1,0,2025-02-24 12:31:47.998,2.0
0,0,-1,-1,-15,-1,0,-1,2025-02-24 12:31:48.011,2.0
0,0,-1,-1,-15,-1,0,-1,2025-02-24 12:31:48.021,2.0
-9,-19,-7,-5,-17,1,-1,-3,2025-02-24 12:31:48.033,2.0
-3,-4,-4,-2,-15,1,-3,-3,2025-02-24 12:31:48.043,2.0
3,6,1,-1,-13,-2,-2,1,2025-02-24 12:31:48.055,2.0
-2,-2,-1,0,-10,-1,0,1,2025-02-24 12:31:48.066,2.0
1,2,0,0,-8,-2,-1,-1,2025-02-24 12:31:48.077,2.0
-1,2,1,1,-10,-1,-1,-2,2025-02-24 12:31:48.088,2.0
-3,1,-1,-1,-9,-1,0,-3,2025-02-24 12:31:48.099,2.0
-1,-2,0,-1,-10,0,-1,0,2025-02-24 12:31:48.111,2.0
-1,-3,0,-2,-10,0,0,-1,2025-02-24 12:31:48.121,2.0
-4,-4,-2,-2,-11,-3,-2,-3,2025-02-24 12:31:48.132,2.0
-4,-4,-2,-2,-11,-3,-2,-3,2025-02-24 12:31:48.145,2.0
0,1,-1,1,-11,-1,0,-1,2025-02-24 12:31:48.155,2.0
-4,-2,-2,-1,-10,-3,-1,-1,2025-02-24 12:31:48.166,2.0
-2,-1,0,0,-10,-1,-1,-1,2025-02-24 12:31:48.177,2.0
-1,-2,0,-1,-9,-1,-1,0,2025-02-24 12:31:48.189,2.0
-1,-2,0,-1,-9,-1,-1,0,2025-02-24 12:31:48.200,2.0
1,2,-2,-2,-11,-1,-2,-1,2025-02-24 12:31:48.212,2.0
1,2,-2,-2,-11,-1,-2,-1,2025-02-24 12:31:48.222,2.0
-1,-1,1,0,-9,-1,-1,-2,2025-02-24 12:31:48.233,2.0
-1,-2,-2,-3,-10,-2,-1,0,2025-02-24 12:31:48.244,2.0
-1,-2,-2,-3,-10,-2,-1,0,2025-02-24 12:31:48.256,2.0
-1,-1,-3,-2,-9,0,-2,-1,2025-02-24 12:31:48.266,2.0
-1,-1,-3,-2,-9,0,-2,-1,2025-02-24 12:31:48.278,2.0
-1,-2,-1,-2,-10,1,1,0,2025-02-24 12:31:48.289,2.0
-1,-2,-1,-2,-10,1,1,0,2025-02-24 12:31:48.300,2.0
0,0,-1,-2,-10,-3,0,-2,2025-02-24 12:31:48.312,2.0
0,0,-1,-2,-10,-3,0,-2,2025-02-24 12:31:48.322,2.0
-5,-5,-6,-1,-10,-1,-2,-3,2025-02-24 12:31:48.334,2.0
-5,-5,-6,-1,-10,-1,-2,-3,2025-02-24 12:31:48.345,2.0
-1,-3,-1,-2,-6,0,-2,-2,2025-02-24 12:31:48.356,2.0
-3,-6,-6,-3,-6,-1,-1,-1,2025-02-24 12:31:48.367,2.0
0,2,1,0,-6,-1,-3,1,2025-02-24 12:31:48.379,2.0
-3,-3,-6,-4,-5,-1,-1,-1,2025-02-24 12:31:48.390,2.0
-3,-3,-6,-4,-5,-1,-1,-1,2025-02-24 12:31:48.401,2.0
-2,0,1,1,-7,-1,0,-2,2025-02-24 12:31:48.414,2.0
-4,-4,-3,-4,-10,-2,-2,-1,2025-02-24 12:31:48.424,2.0
-1,-2,-1,1,-10,-1,-1,0,2025-02-24 12:31:48.434,2.0
2,3,3,3,-8,0,0,-2,2025-02-24 12:31:48.446,2.0
0,1,0,0,-9,-1,-2,-1,2025-02-24 12:31:48.457,2.0
0,0,-1,1,-10,0,-2,-2,2025-02-24 12:31:48.468,2.0
-2,-2,1,-1,-8,-2,-1,-1,2025-02-24 12:31:48.479,2.0
0,0,2,0,-7,0,-1,-1,2025-02-24 12:31:48.491,2.0
0,0,2,0,-7,0,-1,-1,2025-02-24 12:31:48.502,2.0
1,1,-1,0,-4,-1,0,0,2025-02-24 12:31:48.513,2.0
1,1,-1,0,-4,-1,0,0,2025-02-24 12:31:48.525,2.0
-1,-3,-3,-3,-5,0,1,-2,2025-02-24 12:31:48.535,2.0
-2,-2,-1,-3,-4,-1,-2,0,2025-02-24 12:31:48.547,2.0
0,0,-1,0,-4,-1,-1,-3,2025-02-24 12:31:48.558,2.0
-6,-7,-5,-3,-4,-1,-2,-3,2025-02-24 12:31:48.569,2.0
-6,-7,-5,-3,-4,-1,-2,-3,2025-02-24 12:31:48.580,2.0
-2,-1,1,1,-7,-5,-2,0,2025-02-24 12:31:48.590,2.0
-1,-4,-4,-1,-6,0,-2,-1,2025-02-24 12:31:48.601,2.0
-2,-1,-2,-1,-4,0,0,-1,2025-02-24 12:31:48.615,2.0
-1,1,0,0,-3,-1,-1,1,2025-02-24 12:31:48.625,2.0
0,-3,-1,0,-5,-2,-1,-1,2025-02-24 12:31:48.635,2.0
-3,-2,-2,-3,-3,-2,-2,-2,2025-02-24 12:31:48.647,2.0
-1,0,-1,-1,-3,-1,1,-3,2025-02-24 12:31:48.658,2.0
-4,-4,-4,-1,-7,-2,-1,-2,2025-02-24 12:31:48.669,2.0
-4,-4,-4,-1,-7,-2,-1,-2,2025-02-24 12:31:48.680,2.0
1,2,0,-1,-5,1,-1,1,2025-02-24 12:31:48.692,2.0
1,2,0,-1,-5,1,-1,1,2025-02-24 12:31:48.703,2.0
1,2,0,-1,-5,1,-1,1,2025-02-24 12:31:48.714,2.0
-1,-1,-4,-2,-5,-1,-2,1,2025-02-24 12:31:48.725,2.0
0,1,1,-2,-7,0,-1,1,2025-02-24 12:31:48.736,2.0
1,1,2,-2,-3,-2,0,-2,2025-02-24 12:31:48.747,2.0
1,1,2,-2,-3,-2,0,-2,2025-02-24 12:31:48.773,2.0
-2,-2,-4,-3,-5,-1,-1,-2,2025-02-24 12:31:48.778,2.0
-2,-2,-4,-3,-5,-1,-1,-2,2025-02-24 12:31:48.781,2.0
-1,-3,-3,-3,-5,-2,-1,-1,2025-02-24 12:31:48.786,2.0
-1,-3,-3,-3,-5,-2,-1,-1,2025-02-24 12:31:48.797,2.0
-1,-3,-3,-3,-5,-2,-1,-1,2025-02-24 12:31:48.809,2.0
0,0,-2,-2,-5,0,1,0,2025-02-24 12:31:48.821,2.0
0,-3,-7,-4,-4,-2,-2,0,2025-02-24 12:31:48.831,2.0
-2,-1,-3,-1,-6,-1,0,-1,2025-02-24 12:31:48.842,2.0
0,1,-1,-1,-5,-2,-1,-1,2025-02-24 12:31:48.853,2.0
-2,1,2,0,-4,0,0,-2,2025-02-24 12:31:48.865,2.0
0,-2,0,-1,-5,-1,-1,-2,2025-02-24 12:31:48.876,2.0
2,0,1,1,-4,-2,0,0,2025-02-24 12:31:48.888,2.0
4,-4,-1,-2,-2,1,0,-1,2025-02-24 12:31:48.899,2.0
-2,-5,-4,-2,-4,0,-2,-1,2025-02-24 12:31:48.910,2.0
3,1,-2,-2,-5,-1,-1,0,2025-02-24 12:31:48.921,2.0
-7,-3,-3,-1,-4,-1,0,-1,2025-02-24 12:31:48.932,2.0
-7,-3,-3,-1,-4,-1,0,-1,2025-02-24 12:31:48.944,2.0
-9,2,3,1,-5,-2,-3,-1,2025-02-24 12:31:48.955,2.0
-9,2,3,1,-5,-2,-3,-1,2025-02-24 12:31:48.966,2.0
-2,-8,-6,-4,-4,-2,-27,-3,2025-02-24 12:31:48.976,2.0
-1,0,-1,0,-4,2,1,1,2025-02-24 12:31:48.988,2.0
11,14,0,-3,-5,-1,-3,-1,2025-02-24 12:31:48.999,2.0
4,1,57,6,-8,-1,77,20,2025-02-24 12:31:49.010,2.0
-62,-21,26,-6,-10,-5,-30,-19,2025-02-24 12:31:49.023,2.0
-98,-62,-34,-11,-4,8,8,-2,2025-02-24 12:31:49.032,2.0
-98,-62,-34,-11,-4,8,8,-2,2025-02-24 12:31:49.043,2.0
-7,-16,21,-4,-11,-17,-93,-81,2025-02-24 12:31:49.055,2.0
-7,-16,21,-4,-11,-17,-93,-81,2025-02-24 12:31:49.066,2.0
61,42,0,3,-3,1,10,17,2025-02-24 12:31:49.077,2.0
43,-9,13,8,-3,-2,-24,-38,2025-02-24 12:31:49.088,2.0
32,0,-32,-3,-12,5,88,8,2025-02-24 12:31:49.100,2.0
-38,-17,-17,-8,-11,-1,37,11,2025-02-24 12:31:49.111,2.0
-38,-17,-17,-8,-11,-1,37,11,2025-02-24 12:31:49.122,2.0
-8,-2,91,-7,-11,-4,-29,-17,2025-02-24 12:31:49.133,2.0
-32,-36,-62,-11,-10,-2,-46,9,2025-02-24 12:31:49.145,2.0
-54,-27,7,8,-3,-2,2,-10,2025-02-24 12:31:49.156,2.0
-5,5,-39,-3,-1,7,-19,15,2025-02-24 12:31:49.167,2.0
28,-8,-21,-7,-4,1,-21,11,2025-02-24 12:31:49.179,2.0
-8,-13,-65,-2,0,-6,127,33,2025-02-24 12:31:49.189,2.0
22,37,-44,8,5,-5,7,-20,2025-02-24 12:31:49.201,2.0
15,-9,12,3,7,23,-10,1,2025-02-24 12:31:49.212,2.0
15,-9,12,3,7,23,-10,1,2025-02-24 12:31:49.225,2.0
22,15,13,1,-3,5,59,-3,2025-02-24 12:31:49.235,2.0
22,15,13,1,-3,5,59,-3,2025-02-24 12:31:49.247,2.0
17,12,70,-11,-13,-11,79,10,2025-02-24 12:31:49.258,2.0
17,12,70,-11,-13,-11,79,10,2025-02-24 12:31:49.269,2.0
-6,19,-20,8,-5,1,-8,12,2025-02-24 12:31:49.281,2.0
-30,-18,-7,-5,-6,4,-12,1,2025-02-24 12:31:49.292,2.0
-30,-18,-7,-5,-6,4,-12,1,2025-02-24 12:31:49.304,2.0
-37,17,-8,9,8,7,19,19,2025-02-24 12:31:49.315,2.0
-37,17,-8,9,8,7,19,19,2025-02-24 12:31:49.327,2.0
31,-4,24,-2,-2,-1,-74,13,2025-02-24 12:31:49.338,2.0
10,11,-1,3,-1,-7,23,5,2025-02-24 12:31:49.350,2.0
-73,-44,27,-2,-8,-5,-100,-52,2025-02-24 12:31:49.362,2.0
39,22,7,5,6,0,55,7,2025-02-24 12:31:49.373,2.0
39,22,7,5,6,0,55,7,2025-02-24 12:31:49.383,2.0
39,22,7,5,6,0,55,7,2025-02-24 12:31:49.395,2.0
15,17,-46,0,-4,-7,-30,-3,2025-02-24 12:31:49.406,2.0
37,-11,-23,-7,-10,-10,17,-45,2025-02-24 12:31:49.417,2.0
37,-11,-23,-7,-10,-10,17,-45,2025-02-24 12:31:49.430,2.0
46,40,-46,7,5,-5,-58,13,2025-02-24 12:31:49.439,2.0
-25,15,-16,7,13,5,4,-13,2025-02-24 12:31:49.450,2.0
15,-3,34,-1,-7,-5,3,-27,2025-02-24 12:31:49.462,2.0
-22,-5,46,3,3,4,-112,-20,2025-02-24 12:31:49.473,2.0
1,8,36,2,-2,7,76,11,2025-02-24 12:31:49.484,2.0
14,23,21,6,1,-5,47,12,2025-02-24 12:31:49.495,2.0
14,23,21,6,1,-5,47,12,2025-02-24 12:31:49.507,2.0
-7,16,73,2,-6,-2,-25,0,2025-02-24 12:31:49.518,2.0
-31,-1,-49,-1,-3,-18,-12,-18,2025-02-24 12:31:49.529,2.0
-3,-14,-39,-4,-3,-6,-36,-3,2025-02-24 12:31:49.541,2.0
-3,-14,-39,-4,-3,-6,-36,-3,2025-02-24 12:31:49.552,2.0
15,22,37,1,-6,-6,11,8,2025-02-24 12:31:49.563,2.0
-25,-9,-9,-1,3,7,-72,14,2025-02-24 12:31:49.574,2.0
-15,-8,-7,-1,-2,1,-6,-19,2025-02-24 12:31:49.585,2.0
1,-14,13,-4,-6,-4,47,-4,2025-02-24 12:31:49.596,2.0
1,-14,13,-4,-6,-4,47,-4,2025-02-24 12:31:49.607,2.0
-10,-14,-27,-1,1,6,40,17,2025-02-24 12:31:49.618,2.0
-10,-14,-27,-1,1,6,40,17,2025-02-24 12:31:49.631,2.0
1,-4,9,5,1,9,-17,3,2025-02-24 12:31:49.640,2.0
-15,-10,10,-7,-5,-18,-64,-18,2025-02-24 12:31:49.652,2.0
17,-3,49,-1,0,0,0,-4,2025-02-24 12:31:49.663,2.0
-7,-15,-68,-12,-9,-5,-5,-34,2025-02-24 12:31:49.674,2.0
-7,-15,-68,-12,-9,-5,-5,-34,2025-02-24 12:31:49.685,2.0
-8,-4,-49,-6,0,1,-30,-27,2025-02-24 12:31:49.696,2.0
3,-24,-39,-18,-11,-1,37,4,2025-02-24 12:31:49.708,2.0
9,0,-10,-1,-5,6,-41,13,2025-02-24 12:31:49.719,2.0
11,13,4,2,4,11,60,16,2025-02-24 12:31:49.730,2.0
1,-1,-7,-3,-3,-21,-6,15,2025-02-24 12:31:49.742,2.0
-16,-5,-16,-1,1,6,13,-4,2025-02-24 12:31:49.752,2.0
12,4,38,4,-3,-3,-23,1,2025-02-24 12:31:49.763,2.0
4,18,22,8,-8,-3,-11,7,2025-02-24 12:31:49.774,2.0
4,18,22,8,-8,-3,-11,7,2025-02-24 12:31:49.785,2.0
-3,-7,-45,-5,0,11,-14,2,2025-02-24 12:31:49.797,2.0
-3,-7,-45,-5,0,11,-14,2,2025-02-24 12:31:49.809,2.0
5,2,31,-1,-6,-8,10,-6,2025-02-24 12:31:49.820,2.0
-24,-3,-7,-2,0,-9,-1,-3,2025-02-24 12:31:49.833,2.0
6,-11,-44,-8,-7,3,-47,-27,2025-02-24 12:31:49.842,2.0
8,-11,-48,-6,2,-9,-36,6,2025-02-24 12:31:49.853,2.0
8,-11,-48,-6,2,-9,-36,6,2025-02-24 12:31:49.864,2.0
8,-11,-48,-6,2,-9,-36,6,2025-02-24 12:31:49.876,2.0
-8,-8,-30,2,2,-7,-37,-27,2025-02-24 12:31:49.887,2.0
-11,8,-8,2,-2,-1,79,12,2025-02-24 12:31:49.898,2.0
2,8,-1,0,-6,-7,47,9,2025-02-24 12:31:49.909,2.0
2,8,-1,0,-6,-7,47,9,2025-02-24 12:31:49.921,2.0
7,-1,26,1,-1,-5,-59,18,2025-02-24 12:31:49.933,2.0
7,-1,26,1,-1,-5,-59,18,2025-02-24 12:31:49.942,2.0
-2,-18,25,-10,-10,-12,50,-7,2025-02-24 12:31:49.953,2.0
-2,-18,25,-10,-10,-12,50,-7,2025-02-24 12:31:49.965,2.0
4,-1,27,6,8,7,-3,-13,2025-02-24 12:31:49.976,2.0
4,-1,27,6,8,7,-3,-13,2025-02-24 12:31:49.987,2.0
4,-1,27,6,8,7,-3,-13,2025-02-24 12:31:49.999,2.0
9,-7,-50,1,-2,-4,24,15,2025-02-24 12:31:50.009,2.0
1,45,-11,-1,-1,-10,-43,8,2025-02-24 12:31:50.021,2.0
1,45,-11,-1,-1,-10,-43,8,2025-02-24 12:31:50.034,2.0
8,-2,10,-3,-2,6,74,18,2025-02-24 12:31:50.043,2.0
2,2,-34,-2,-2,-2,30,-2,2025-02-24 12:31:50.054,2.0
2,2,-34,-2,-2,-2,30,-2,2025-02-24 12:31:50.065,2.0
-4,-9,12,4,-1,4,-24,-28,2025-02-24 12:31:50.077,2.0
5,-4,7,-4,-1,4,-17,6,2025-02-24 12:31:50.088,2.0
9,14,23,5,3,-5,-31,15,2025-02-24 12:31:50.099,2.0
-8,-14,-4,-9,-5,-5,-2,6,2025-02-24 12:31:50.111,2.0
-13,-9,-12,-1,-1,19,9,0,2025-02-24 12:31:50.121,2.2
-13,-9,-12,-1,-1,19,9,0,2025-02-24 12:31:50.132,2.2
-1,-2,-8,0,-4,3,26,9,2025-02-24 12:31:50.143,2.2
-19,-3,19,3,0,-6,-83,-25,2025-02-24 12:31:50.155,2.2
-19,-3,19,3,0,-6,-83,-25,2025-02-24 12:31:50.166,2.2
9,-7,-36,-7,-3,-2,71,10,2025-02-24 12:31:50.177,2.2
9,-7,-36,-7,-3,-2,71,10,2025-02-24 12:31:50.188,2.2
-8,-4,15,-2,-4,0,7,-2,2025-02-24 12:31:50.199,2.2
-3,-12,-13,-4,-3,-4,-6,-1,2025-02-24 12:31:50.211,2.2
-3,-12,-13,-4,-3,-4,-6,-1,2025-02-24 12:31:50.221,2.2
7,-1,-20,-1,-3,-13,0,4,2025-02-24 12:31:50.234,2.2
7,-1,-20,-1,-3,-13,0,4,2025-02-24 12:31:50.244,2.2
13,8,-2,4,0,0,2,-17,2025-02-24 12:31:50.255,2.2
13,8,-2,4,0,0,2,-17,2025-02-24 12:31:50.266,2.2
-2,-1,1,-1,-4,-3,-11,-1,2025-02-24 12:31:50.277,2.2
-2,-1,1,-1,-4,-3,-11,-1,2025-02-24 12:31:50.289,2.2
0,5,8,2,-1,4,32,65,2025-02-24 12:31:50.300,2.2
0,5,8,2,-1,4,32,65,2025-02-24 12:31:50.311,2.2
-3,-9,7,-5,-5,2,0,-14,2025-02-24 12:31:50.323,2.2
2,1,25,2,-1,-2,-2,-4,2025-02-24 12:31:50.334,2.2
9,6,-17,2,0,-2,6,-6,2025-02-24 12:31:50.344,2.2
4,-9,20,-5,-8,-1,46,31,2025-02-24 12:31:50.355,2.2
4,-9,20,-5,-8,-1,46,31,2025-02-24 12:31:50.366,2.2
-5,4,-12,-2,-2,2,-3,-38,2025-02-24 12:31:50.378,2.2
-5,-4,4,-2,-3,-6,0,-12,2025-02-24 12:31:50.389,2.2
-3,-4,-1,-3,0,-9,-10,-8,2025-02-24 12:31:50.400,2.2
4,7,-3,3,-2,-8,-8,1,2025-02-24 12:31:50.411,2.2
-4,-1,2,0,-1,-2,-9,1,2025-02-24 12:31:50.424,2.2
-6,0,15,1,-2,2,-6,-10,2025-02-24 12:31:50.436,2.2
-2,-9,5,0,-3,-8,3,0,2025-02-24 12:31:50.445,2.2
-3,-1,-8,3,-1,-3,-11,-9,2025-02-24 12:31:50.457,2.2
-3,-1,-8,3,-1,-3,-11,-9,2025-02-24 12:31:50.468,2.2
-3,-4,-3,-5,-5,1,-4,-6,2025-02-24 12:31:50.479,2.2
-3,-4,-3,-5,-5,1,-4,-6,2025-02-24 12:31:50.490,2.2
-3,-5,1,-3,-2,-2,-2,0,2025-02-24 12:31:50.502,2.2
-2,-1,-5,-1,-2,0,-2,-7,2025-02-24 12:31:50.513,2.2
-1,-2,5,2,-1,-1,-3,0,2025-02-24 12:31:50.524,2.2
-2,-1,-3,-3,-3,1,-1,-4,2025-02-24 12:31:50.534,2.2
-2,-1,-3,-3,-3,1,-1,-4,2025-02-24 12:31:50.546,2.2
-3,-3,-2,-1,-2,-2,-3,0,2025-02-24 12:31:50.557,2.2
-4,-2,1,-2,-1,-1,-1,-4,2025-02-24 12:31:50.568,2.2
0,-2,-3,1,-1,-3,-2,-1,2025-02-24 12:31:50.579,2.2
-3,-6,-7,-2,-4,-1,0,-6,2025-02-24 12:31:50.590,2.2
-2,0,1,-2,-3,0,-2,-2,2025-02-24 12:31:50.601,2.2
2,2,-1,0,-4,-2,-2,-2,2025-02-24 12:31:50.612,2.2
-1,1,-1,0,-2,0,-3,-1,2025-02-24 12:31:50.624,2.2
-2,0,-1,1,-1,-2,-1,-4,2025-02-24 12:31:50.636,2.2
-2,0,-1,1,-1,-2,-1,-4,2025-02-24 12:31:50.646,2.2
